idEvent,Countrycode,Country,Location,Lat,Long,BufferEvent,BufferLocation,TrsBndry,LocDesc,Start,End,DateEst,StartDesc,Type,TypeDesc,EvDesc,FatEst,FatDesc,FatMn,FatMx,FatCivMn,FatCivMx,FatMilMn,FatMilMx,idActor0,ActActiv0,ActAly0,ActUncon0,ActName0,ActDesc0,ActLead0,idActor1,ActActiv1,ActAly1,ActUncon1,ActName1,ActDesc1,ActLead1,idActor2,ActActiv2,ActAly2,ActUncon2,ActName2,ActDesc2,ActLead2,idActor3,ActActiv3,ActAly3,ActUncon3,ActName3,ActDesc3,ActLead3,idActor4,ActActiv4,ActAly4,ActUncon4,ActName4,ActDesc4,ActLead4,idActor5,ActActiv5,ActAly5,ActUncon5,ActName5,ActDesc5,ActLead5,idActor6,ActActiv6,ActAly6,ActUncon6,ActName6,ActDesc6,ActLead6,idSrce0,SrceDate0,SrceName0,SrceBias0,idSrce1,SrceDate1,SrceName1,SrceBias1,idSrce2,SrceDate2,SrceName2,SrceBias2,idSrce3,SrceDate3,SrceName3,SrceBias3,idSrce4,SrceDate4,SrceName4,SrceBias4,idSrce5,SrceDate5,SrceName5,SrceBias5,idSrce6,SrceDate6,SrceName6,SrceBias6,idSrce7,SrceDate7,SrceName7,SrceBias7,idSrce8,SrceDate8,SrceName8,SrceBias8,idSrce9,SrceDate9,SrceName9,SrceBias9,idSrce10,SrceDate10,SrceName10,SrceBias10,idSrce11,SrceDate11,SrceName11,SrceBias11,idSrce12,SrceDate12,SrceName12,SrceBias12,idSrce13,SrceDate13,SrceName13,SrceBias13,idSrce14,SrceDate14,SrceName14,SrceBias14,idSrce15,SrceDate15,SrceName15,SrceBias15
2096,SIE,Sierra Leone,Laoma,"82,167","-109,833",0,0,0,,1993-12-27,1993-12-27,0,,Fighting,Fighting,violations of cease-fire,1,"according to a communique issued by the Defence Department ""many rebels perished""",1,2,0,0,1,2,145,0,0,0,Rebel(s),Unspecified rebel(s),,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,07.01.1994,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2695,SIE,Sierra Leone,Moyamba,"8,25","-11,3",0,0,0,,1999-03-22,1999-03-22,1,"""early this week""",Unclear,Unclear,Rebel attack,1,14 people were killed in two attacks - split number of fatalities,7,7,0,0,0,0,145,1,0,0,Rebel(s),Unspecified rebel(s),,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,113,26.03.1999,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
3076,SIE,Sierra Leone,Njama,"7,475","-110,903",0,0,0,"""in the two Sierra Leone border villages of Njama and Tigbema""",1994-06-25,1994-06-26,0,,Fighting,Fighting,50 dead on Sierra Leone border,1,"at least 50 people died in 2 locations, split death toll (2114)",25,25,0,0,0,0,314,0,0,0,Ulimo-J,United Liberation Movement of Liberia for Democracy-Johnson faction (ULIMO-J),General Roosevelt Johnson.,316,0,0,0,Ulimo-K,"Ulimo-K, United Liberation Movement of Liberia for Democracy, Kromah faction",Alhaji G.V. Kromah.,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,29.06.1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2126,SIE,Sierra Leone,Panguma,"84,333","-115,333",0,0,0,"""near Panguma""",1994-10-26,1994-10-26,0,,Fighting,Fighting,More than 40 rebels killed in failed ambush,1,"42 rebels were killed, defence sources said.",1,42,0,0,1,42,145,0,0,0,Rebel(s),Unspecified rebel(s),,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,29.10.1994,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2109,SIE,Sierra Leone,Panguma,"84,333","-115,333",0,0,0,,1994-03-12,1994-03-12,0,,One-sided attack,Use of small firearms,Rebel attack kills four Irish nationals,1,"Around 15 people died, among those 4 Europeans from a Catholic mission.",15,15,15,15,0,0,350,0,0,0,Christian Mission,Christian mission,,345,1,0,1,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,11,0,0,0,Unspecified actor,Unspecified actor,,332,1,0,1,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,17.03.1994,BBC Monitoring,0,108,24.09.1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2114,SIE,Sierra Leone,Tigbema,"74,561","-111,189",0,5,0,"""in the two Sierra Leone border villages of Njama and Tigbema""",1994-06-25,1994-06-26,0,,Fighting,Fighting,50 dead on Sierra Leone border,1,"at least 50 people died in 2 locations, split event (3076)",25,25,0,0,0,0,314,0,0,0,Ulimo-J,United Liberation Movement of Liberia for Democracy-Johnson faction (ULIMO-J),General Roosevelt Johnson.,316,0,0,0,Ulimo-K,"Ulimo-K, United Liberation Movement of Liberia for Democracy, Kromah faction",Alhaji G.V. Kromah.,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,29.06.1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2017,SIE,Sierra Leone,Wilima,"81,667","-10,95",0,0,0,,1991-05-12,1991-05-12,0,,One-sided attack,Unclear,NPFL killed ten people,0,,10,10,0,0,0,0,328,1,0,0,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,104,17.05.1991,The Guardian,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2210,SIE,Sierra Leone,Yongoima,"82,667","-11,2",0,0,0,"""Yogoema and Kpekea"" --> used Yongoima",1996-06-27,1996-06-27,1,"""last week"" - source from July 1, 1996",One-sided attack,Unclear,rebel attack,0,,4,4,4,4,0,0,25,0,0,0,Civilian(s),Civilian(s),,345,1,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,110,02.07.1996,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2127,SIE,Sierra Leone,Kono District,"86,943","-10,962","41,72",0,0,"""on a highway leading to the diamond-rich eastern Kono region""",1994-10-22,1994-10-22,1,"""last week""",Fighting,Fighting,Highway attack,0,,17,17,0,0,0,0,145,0,0,0,Rebel(s),Unspecified rebel(s),,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,29.10.1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2355,SIE,Sierra Leone,Kono District,"86,943","-10,962","41,72",0,0,,1998-04-08,1998-04-08,1,"no date description - source from April 8, 1998",One-sided attack,Unclear,killing and pillaging in Kono,1,"unspecified number of fatalities - rebels are reported to be ""killing""",1,1,0,0,0,0,25,0,0,0,Civilian(s),Civilian(s),,145,1,0,0,Rebel(s),Unspecified rebel(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,09.04.1998,New York Times,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2338,SIE,Sierra Leone,Kono District,"86,943","-10,962","41,72",0,0,,1998-03-09,1998-03-15,1,"""in the past week"" - source from March 16, 1998",One-sided attack,Other,Sierra Leone's Rebels Blamed for Deaths,1,"""more than 50 civiians"" were executed",51,51,51,51,0,0,145,1,0,0,Rebel(s),Unspecified rebel(s),,25,0,0,0,Civilian(s),Civilian(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,17.03.1998,Washington Post,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2644,SIE,Sierra Leone,Kono District,"86,943","-10,962","41,72",0,0,"""eastern Sierra Leone () in Kono and Kailahun"" SL 2001, S. 467",2001-05-06,2001-05-09,0,,Fighting,Fighting,fighting,1,"two RUF members and seven Kamajors were killed as reported by RUF (2 locations, split event)",1,9,0,0,"1,5","4,5",345,0,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,318,0,0,0,Kamajor militia,Kamajor militia,Samuel Hinga Norman,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,115,10.05.2001,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2607,SIE,Sierra Leone,Kono District,"86,943","-10,962","41,72",0,0,,1998-10-24,1998-10-25,0,,Fighting,Fighting,Ecomog forces clash with rebel groups,1,"""About 80"" rebels were killed in the clash.",80,80,0,0,80,80,145,0,0,0,Rebel(s),Unspecified rebel(s),,321,0,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,27.10.1998,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
3134,SIE,Sierra Leone,Kono District,"86,943","-10,962","41,72",0,0,"""eastern Kono District"" SL 2002, S. 711",2002-01-02,2002-01-02,1,no date given in source - date of source,Fighting,Fighting,clashes in the eastern Kono District,0,,7,7,0,0,0,0,11,0,0,0,Unspecified actor,Unspecified actor,,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,116,02.01.2002,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2045,SIE,Sierra Leone,Baiima,"8,55","-106,667",0,0,0,,1991-10-26,1991-10-26,1,two weeks ago,Fighting,Fighting,unconfirmed fighting,1,"14 Guinean Sierra Leonean soldiers and ""over 300 rebels"" are reported killed by Guinean military",15,315,0,0,15,315,332,0,1,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,335,0,1,0,Guinean government forces,Guinean government forces,,328,0,0,1,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,104,09.11.1991,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2020,SIE,Sierra Leone,Gandorhun,"84,333","-108,667",0,0,0,,1991-06-08,1991-06-09,0,,Fighting,Fighting,police and army retake town from Liberian rebels,1,"""several rebels"" were killed",2,2,0,0,2,2,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,328,0,0,0,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,104,13.06.1991,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2061,SIE,Sierra Leone,Koidu,"86,333","-109,833",0,10,0,"""Koidu town and ist surroundings""",1992-11-01,1992-11-01,0,,Fighting,Fighting,government forces recapture Koidu,1,According to military sources 10 rebels were killed.,1,10,0,0,1,10,328,0,0,0,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,105,04.11.1992,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2098,SIE,Sierra Leone,Koidu,"86,333","-109,833",0,0,0,"""attack at Koidu and Bentenjema Yawa"" --> could only find Koidu",1994-01-06,1994-01-06,0,,Fighting,Fighting,"""top"" RUF commanders killed",1,Brigade Commander Brigadier Joe Turay said that 3 top rebel commanders of the RUF had been killed.,1,3,0,0,1,3,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,345,0,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,108,10.01.1994,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2597,SIE,Sierra Leone,Koidu,"86,333","-109,833",0,0,0,,1998-05-06,1998-05-06,1,"""two weeks ago"", source from May 20, 1998",One-sided attack,Unclear,ambush,0,,1,1,1,1,0,0,366,1,0,0,People's Army of Sierra Leone,"After May 25, 1997, the RUF joined with the Republic of Sierra Leone Military Forces (RSLMF) loyal to the Armed Forces Revolutionary Council (AFRC) junta and renamed itself the People's Army of Sierra Leone. (Source: http://www.globalsecurity.org/military/world/war/sierra_leone.htm) Later - after Koroma's government was ousted by Nigerian-led troops in February 1998 - referred to as Sierra Leone's military junta.",Major Johnny Paul Koroma,397,0,0,0,Doctor,"Doctor, aid worker",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,21.05.1998,The Guardian,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2646,SIE,Sierra Leone,Koidu,"86,333","-109,833",0,0,0,"""Kono District, eastern Sierra Leone () in Koidu"" SL 2001, S. 3",2001-12-19,2001-12-20,1,"""last week () in two days of fighting..."" SL 2001, S. 3",Fighting,Fighting,clashes in eastern mining town,0,,5,5,0,0,0,0,345,0,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,318,0,0,0,Kamajor militia,Kamajor militia,Samuel Hinga Norman,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,115,28.12.2001,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2150,SIE,Sierra Leone,Koidu,"86,333","-109,833",0,0,0,,1995-05-04,1995-05-04,1,"no date description, reported on May 5, 1995",One-sided attack,Use of small firearms,attack on diamond centre,1,"According to a state television report, 150 people were killed. Eyewitnesses said up to 200 people died.",150,200,150,200,0,0,345,1,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,109,05.05.1995,The Guardian,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
5501,SIE,Sierra Leone,Koidu,"86,333","-109,833",0,0,0,Koidu mine,2007-12-12,2007-12-12,1,"""last week""",Unclear,Unclear,"youths protesting against Koidu Holdings dispersed by police, leaving two dead",0,,2,2,0,0,0,0,143,0,NA,0,Protest group,Protest group,,654,1,NA,0,Police Forces of Sierra Leone,Police Forces of Sierra Leone,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,122,25.04.2008,BBC Monitoring,0,200,15.12.2007,"Mines and Communities (http://www.minesandcommunities.org/article.php?a=8351, accessed 11.11.2011)",0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2362,SIE,Sierra Leone,Njagbema,"86,333","-11,15",0,0,0,,1998-04-18,1998-04-18,0,,One-sided attack,Use of small firearms,"Two Ecomog soldiers killed in ambush by ""junta forces""",0,,2,2,0,0,2,2,366,1,0,0,People's Army of Sierra Leone,"After May 25, 1997, the RUF joined with the Republic of Sierra Leone Military Forces (RSLMF) loyal to the Armed Forces Revolutionary Council (AFRC) junta and renamed itself the People's Army of Sierra Leone. (Source: http://www.globalsecurity.org/military/world/war/sierra_leone.htm) Later - after Koroma's government was ousted by Nigerian-led troops in February 1998 - referred to as Sierra Leone's military junta.",Major Johnny Paul Koroma,321,0,1,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,318,0,1,0,Kamajor militia,Kamajor militia,Samuel Hinga Norman,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,22.04.1998,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2614,SIE,Sierra Leone,Sumoya,"8,9","-109,833",0,0,0,,1998-11-09,1998-11-09,0,,One-sided attack,Unclear,Civilans killed,1,"""Some 96 civilians were killed""",96,96,96,96,0,0,25,0,0,0,Civilian(s),Civilian(s),,145,1,0,0,Rebel(s),Unspecified rebel(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,11.11.1998,BBC Monitoring,0,112,12.11.1998,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2598,SIE,Sierra Leone,Northern Province,"91,547","-119,832","105,84",0,0,"""a northern Sierra Leonean town""",1998-07-31,1998-07-31,1,"no date description - reported on July 31, 1998",Fighting,Fighting,fighting,0,,152,152,0,0,152,152,321,0,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,145,0,0,0,Rebel(s),Unspecified rebel(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,01.08.1998,BBC Monitoring,0,112,03.08.1998,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2616,SIE,Sierra Leone,Northern Province,"91,547","-119,832","105,84",0,0,,1998-11-11,1998-11-11,1,"no date description - source from November 11, 1998",One-sided attack,Unclear,rebel attack,1,"""Ecomog has announced that 11 civilians have been slaughtered by the rebels""",1,11,1,11,0,0,25,0,0,0,Civilian(s),Civilian(s),,145,1,0,0,Rebel(s),Unspecified rebel(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,112,12.11.1998,BBC Monitoring,1,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2653,SIE,Sierra Leone,Northern Province,"91,547","-119,832","105,84",0,0," ""Masiaka highway""",1999-01-11,1999-01-11,1,"no date description, source from January 11, 1999",One-sided attack,Unclear,Rebels killed,1,"According to Ecomog, scores of rebels were killed in the ambush.",1,2,0,0,1,2,321,1,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,345,0,1,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,216,0,1,0,Armed Forces Revolutionary Council (AFRC),"The Armed Forces Revolutionary Council (AFRC) was a group of Sierra Leone soldiers that allied itself with the 'Revolutionary United Front'. While the AFRC briefly controlled the country in 1998, it was driven from the capital by a coalition of West African troops. (source: wikipedia)",Major Johnny Paul Koroma,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,113,12.01.1999,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2193,SIE,Sierra Leone,Northern Province,"91,547","-119,832","105,84",0,0,Yokupa in the northern province,1996-02-20,1996-02-20,0,,One-sided attack,Unclear,rebel attack,0,,4,4,4,4,0,0,25,0,0,0,Civilian(s),Civilian(s),,345,1,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,110,23.02.1996,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2200,SIE,Sierra Leone,Northern Province,"91,547","-119,832","105,84",0,0,"""a strategic town in northern Sierra Leone"" - Sierra Leone 2000, p.1119",2000-08-12,2000-08-13,0,,Fighting,Fighting,government troops recapture town,0,,50,50,0,0,50,50,332,0,0,0,Sierra Leonean Government Forces,Sierra Leonean Government Forces; regular army,,345,0,0,0,Revolutionary United Front (RUF),Revolutionary United Front - rebel army in Sierra Leone from 1991-2002.,Foday Sankoh,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,114,15.08.2000,Washington Post,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2229,SIE,Sierra Leone,Northern Province,"91,547","-119,832","105,84",0,0,,1997-05-06,1997-05-06,0,,Fighting,Fighting,battles,1,"""at least six people were killed, a military official said""",6,6,0,0,0,0,11,0,0,0,Unspecified actor,Unspecified actor,,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,111,07.05.1997,New York Times,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
